Manufacturer,LCSC Part #,Description,value,tolerance,type,voltage,min_value,max_value,Package,Stock,Type,MFR.Part #,Datasheet,Price (USD),basic-extended,unit,Comment,Category,code,value_in_ohms,dielectric,value_in_farads
Uniroyal Elec,C25210,Chip Resistor - Surface Mount 180Ohms ±5% 1/10W 0603 RoHS,180,5,Resistor,,171.0,189.0,0603,,,0603WAJ0181T5E,,,Extended Part,Ω,180Ω (181) ±5%,Chip Resistor - Surface Mount,181,180.0,,
Uniroyal Elec,C25211,Chip Resistor - Surface Mount 18Ohms ±5% 1/10W 0603 RoHS,18,5,Resistor,,17.099999999999998,18.900000000000002,0603,,,0603WAJ0180T5E,,,Extended Part,Ω,18Ω (180) ±5%,Chip Resistor - Surface Mount,180,18.0,,
Uniroyal Elec,C25212,Chip Resistor - Surface Mount 1Ohms ±5% 1/10W 0603 RoHS,1,5,Resistor,,0.95,1.05,0603,,,0603WAJ010JT5E,,,Extended Part,Ω,1Ω (1R0) ±5%,Chip Resistor - Surface Mount,1R0,1.0,,
Uniroyal Elec,C25213,Chip Resistor - Surface Mount 1.2Ohms ±5% 1/10W 0603 RoHS,1.2,5,Resistor,,1.14,1.26,0603,,,0603WAJ012JT5E,,,Extended Part,Ω,1.2Ω (1R2) ±5%,Chip Resistor - Surface Mount,1R2,1.2,,
Uniroyal Elec,C25214,Chip Resistor - Surface Mount 1.3Ohms ±5% 1/10W 0603 RoHS,1.3,5,Resistor,,1.2349999999999999,1.3650000000000002,0603,,,0603WAJ013JT5E,,,Extended Part,Ω,1.3Ω (1R3) ±5%,Chip Resistor - Surface Mount,1R3,1.3,,
Uniroyal Elec,C25215,Chip Resistor - Surface Mount 1.5Ohms ±5% 1/10W 0603 RoHS,1.5,5,Resistor,,1.4249999999999998,1.5750000000000002,0603,,,0603WAJ015JT5E,,,Extended Part,Ω,1.5Ω (1R5) ±5%,Chip Resistor - Surface Mount,1R5,1.5,,
Uniroyal Elec,C25216,Chip Resistor - Surface Mount 1.8Ohms ±5% 1/10W 0603 RoHS,1.8,5,Resistor,,1.71,1.8900000000000001,0603,,,0603WAJ018JT5E,,,Extended Part,Ω,1.8Ω (1R8) ±5%,Chip Resistor - Surface Mount,1R8,1.8,,
Uniroyal Elec,C25217,Chip Resistor - Surface Mount 200Ohms ±5% 1/10W 0603 RoHS,200,5,Resistor,,190.0,210.0,0603,,,0603WAJ0201T5E,,,Extended Part,Ω,200Ω (201) ±5%,Chip Resistor - Surface Mount,201,200.0,,
Uniroyal Elec,C25218,Chip Resistor - Surface Mount 20Ohms ±5% 1/10W 0603 RoHS,20,5,Resistor,,19.0,21.0,0603,,,0603WAJ0200T5E,,,Extended Part,Ω,20Ω (200) ±5%,Chip Resistor - Surface Mount,200,20.0,,
Uniroyal Elec,C25233,Chip Resistor - Surface Mount 360Ohms ±5% 1/10W 0603 RoHS,360,5,Resistor,,342.0,378.0,0603,,,0603WAJ0361T5E,,,Extended Part,Ω,360Ω (361) ±5%,Chip Resistor - Surface Mount,361,360.0,,
Uniroyal Elec,C25234,Chip Resistor - Surface Mount 36Ohms ±5% 1/10W 0603 RoHS,36,5,Resistor,,34.199999999999996,37.800000000000004,0603,,,0603WAJ0360T5E,,,Extended Part,Ω,36Ω (360) ±5%,Chip Resistor - Surface Mount,360,36.0,,
Uniroyal Elec,C25235,Chip Resistor - Surface Mount 390Ohms ±5% 1/10W 0603 RoHS,390,5,Resistor,,370.5,409.5,0603,,,0603WAJ0391T5E,,,Extended Part,Ω,390Ω (391) ±5%,Chip Resistor - Surface Mount,391,390.0,,
Uniroyal Elec,C25236,Chip Resistor - Surface Mount 39Ohms ±5% 1/10W 0603 RoHS,39,5,Resistor,,37.05,40.95,0603,,,0603WAJ0390T5E,,,Extended Part,Ω,39Ω (390) ±5%,Chip Resistor - Surface Mount,390,39.0,,
Uniroyal Elec,C25237,Chip Resistor - Surface Mount 3Ohms ±5% 1/10W 0603 RoHS,3,5,Resistor,,2.8499999999999996,3.1500000000000004,0603,,,0603WAJ030JT5E,,,Extended Part,Ω,3Ω (3R0) ±5%,Chip Resistor - Surface Mount,3R0,3.0,,
Uniroyal Elec,C25238,Chip Resistor - Surface Mount 3.3Ohms ±5% 1/10W 0603 RoHS,3.3,5,Resistor,,3.135,3.465,0603,,,0603WAJ033JT5E,,,Extended Part,Ω,3.3Ω (3R3) ±5%,Chip Resistor - Surface Mount,3R3,3.3,,
Uniroyal Elec,C25239,Chip Resistor - Surface Mount 3.9Ohms ±5% 1/10W 0603 RoHS,3.9,5,Resistor,,3.7049999999999996,4.095,0603,,,0603WAJ039JT5E,,,Extended Part,Ω,3.9Ω (3R9) ±5%,Chip Resistor - Surface Mount,3R9,3.9,,
Uniroyal Elec,C25240,Chip Resistor - Surface Mount 43Ohms ±5% 1/10W 0603 RoHS,43,5,Resistor,,40.85,45.15,0603,,,0603WAJ0430T5E,,,Extended Part,Ω,43Ω (430) ±5%,Chip Resistor - Surface Mount,430,43.0,,
Uniroyal Elec,C25241,Chip Resistor - Surface Mount 470Ohms ±5% 1/10W 0603 RoHS,470,5,Resistor,,446.5,493.5,0603,,,0603WAJ0471T5E,,,Extended Part,Ω,470Ω (471) ±5%,Chip Resistor - Surface Mount,471,470.0,,
Uniroyal Elec,C25243,Chip Resistor - Surface Mount 4.3Ohms ±5% 1/10W 0603 RoHS,4.3,5,Resistor,,4.085,4.515,0603,,,0603WAJ043JT5E,,,Extended Part,Ω,4.3Ω (4R3) ±5%,Chip Resistor - Surface Mount,4R3,4.3,,
Uniroyal Elec,C25244,Chip Resistor - Surface Mount 4.7Ohms ±5% 1/10W 0603 RoHS,4.7,5,Resistor,,4.465,4.9350000000000005,0603,,,0603WAJ047JT5E,,,Extended Part,Ω,4.7Ω (4R7) ±5%,Chip Resistor - Surface Mount,4R7,4.7,,
Uniroyal Elec,C25259,Chip Resistor - Surface Mount 820Ohms ±5% 1/10W 0603 RoHS,820,5,Resistor,,779.0,861.0,0603,,,0603WAJ0821T5E,,,Extended Part,Ω,820Ω (821) ±5%,Chip Resistor - Surface Mount,821,820.0,,
Uniroyal Elec,C25260,Chip Resistor - Surface Mount 82Ohms ±5% 1/10W 0603 RoHS,82,5,Resistor,,77.89999999999999,86.10000000000001,0603,,,0603WAJ0820T5E,,,Extended Part,Ω,82Ω (820) ±5%,Chip Resistor - Surface Mount,820,82.0,,
Uniroyal Elec,C25261,Chip Resistor - Surface Mount 8.2Ohms ±5% 1/10W 0603 RoHS,8.2,5,Resistor,,7.789999999999999,8.61,0603,,,0603WAJ082JT5E,,,Extended Part,Ω,8.2Ω (8R2) ±5%,Chip Resistor - Surface Mount,8R2,8.2,,
Uniroyal Elec,C25262,Chip Resistor - Surface Mount 910Ohms ±5% 1/10W 0603 RoHS,910,5,Resistor,,864.5,955.5,0603,,,0603WAJ0911T5E,,,Extended Part,Ω,910Ω (911) ±5%,Chip Resistor - Surface Mount,911,910.0,,
Uniroyal Elec,C25263,Chip Resistor - Surface Mount 91Ohms ±5% 1/10W 0603 RoHS,91,5,Resistor,,86.45,95.55,0603,,,0603WAJ0910T5E,,,Extended Part,Ω,91Ω (910) ±5%,Chip Resistor - Surface Mount,910,91.0,,
Uniroyal Elec,C25285,Chip Resistor - Surface Mount 160Ohms ±5% 1/8W 0805 RoHS,160,5,Resistor,,152.0,168.0,0805,,,0805W8J0161T5E,,,Extended Part,Ω,160Ω (161) ±5%,Chip Resistor - Surface Mount,161,160.0,,
Uniroyal Elec,C25286,Chip Resistor - Surface Mount 16Ohms ±5% 1/8W 0805 RoHS,16,5,Resistor,,15.2,16.8,0805,,,0805W8J0160T5E,,,Extended Part,Ω,16Ω (160) ±5%,Chip Resistor - Surface Mount,160,16.0,,
Uniroyal Elec,C25287,Chip Resistor - Surface Mount 18Ohms ±5% 1/8W 0805 RoHS,18,5,Resistor,,17.099999999999998,18.900000000000002,0805,,,0805W8J0180T5E,,,Extended Part,Ω,18Ω (180) ±5%,Chip Resistor - Surface Mount,180,18.0,,
Uniroyal Elec,C25288,Chip Resistor - Surface Mount 1Ohms ±5% 1/8W 0805 RoHS,1,5,Resistor,,0.95,1.05,0805,,,0805W8J010JT5E,,,Extended Part,Ω,1Ω (1R0) ±5%,Chip Resistor - Surface Mount,1R0,1.0,,
Uniroyal Elec,C25289,Chip Resistor - Surface Mount 1.2Ohms ±5% 1/8W 0805 RoHS,1.2,5,Resistor,,1.14,1.26,0805,,,0805W8J012JT5E,,,Extended Part,Ω,1.2Ω (1R2) ±5%,Chip Resistor - Surface Mount,1R2,1.2,,
Uniroyal Elec,C25290,Chip Resistor - Surface Mount 1.5Ohms ±5% 1/8W 0805 RoHS,1.5,5,Resistor,,1.4249999999999998,1.5750000000000002,0805,,,0805W8J015JT5E,,,Extended Part,Ω,1.5Ω (1R5) ±5%,Chip Resistor - Surface Mount,1R5,1.5,,
Uniroyal Elec,C25291,Chip Resistor - Surface Mount 1.8Ohms ±5% 1/8W 0805 RoHS,1.8,5,Resistor,,1.71,1.8900000000000001,0805,,,0805W8J018JT5E,,,Extended Part,Ω,1.8Ω (1R8) ±5%,Chip Resistor - Surface Mount,1R8,1.8,,
Uniroyal Elec,C25292,Chip Resistor - Surface Mount 200Ohms ±5% 1/8W 0805 RoHS,200,5,Resistor,,190.0,210.0,0805,,,0805W8J0201T5E,,,Extended Part,Ω,200Ω (201) ±5%,Chip Resistor - Surface Mount,201,200.0,,
Uniroyal Elec,C25293,Chip Resistor - Surface Mount 20Ohms ±5% 1/8W 0805 RoHS,20,5,Resistor,,19.0,21.0,0805,,,0805W8J0200T5E,,,Extended Part,Ω,20Ω (200) ±5%,Chip Resistor - Surface Mount,200,20.0,,
Uniroyal Elec,C25294,Chip Resistor - Surface Mount 220Ohms ±5% 1/8W 0805 RoHS,220,5,Resistor,,209.0,231.0,0805,,,0805W8J0221T5E,,,Extended Part,Ω,220Ω (221) ±5%,Chip Resistor - Surface Mount,221,220.0,,
Uniroyal Elec,C25295,Chip Resistor - Surface Mount 22Ohms ±5% 1/8W 0805 RoHS,22,5,Resistor,,20.9,23.1,0805,,,0805W8J0220T5E,,,Extended Part,Ω,22Ω (220) ±5%,Chip Resistor - Surface Mount,220,22.0,,
Uniroyal Elec,C25296,Chip Resistor - Surface Mount 240Ohms ±5% 1/8W 0805 RoHS,240,5,Resistor,,228.0,252.0,0805,,,0805W8J0241T5E,,,Extended Part,Ω,240Ω (241) ±5%,Chip Resistor - Surface Mount,241,240.0,,
Uniroyal Elec,C25311,Chip Resistor - Surface Mount 39Ohms ±5% 1/8W 0805 RoHS,39,5,Resistor,,37.05,40.95,0805,,,0805W8J0390T5E,,,Extended Part,Ω,39Ω (390) ±5%,Chip Resistor - Surface Mount,390,39.0,,
Uniroyal Elec,C25312,Chip Resistor - Surface Mount 3Ohms ±5% 1/8W 0805 RoHS,3,5,Resistor,,2.8499999999999996,3.1500000000000004,0805,,,0805W8J030JT5E,,,Extended Part,Ω,3Ω (3R0) ±5%,Chip Resistor - Surface Mount,3R0,3.0,,
Uniroyal Elec,C25313,Chip Resistor - Surface Mount 3.6Ohms ±5% 1/8W 0805 RoHS,3.6,5,Resistor,,3.42,3.7800000000000002,0805,,,0805W8J036JT5E,,,Extended Part,Ω,3.6Ω (3R6) ±5%,Chip Resistor - Surface Mount,3R6,3.6,,
Uniroyal Elec,C25314,Chip Resistor - Surface Mount 3.9Ohms ±5% 1/8W 0805 RoHS,3.9,5,Resistor,,3.7049999999999996,4.095,0805,,,0805W8J039JT5E,,,Extended Part,Ω,3.9Ω (3R9) ±5%,Chip Resistor - Surface Mount,3R9,3.9,,
Uniroyal Elec,C25315,Chip Resistor - Surface Mount 47Ohms ±5% 1/8W 0805 RoHS,47,5,Resistor,,44.65,49.35,0805,,,0805W8J0470T5E,,,Extended Part,Ω,47Ω (470) ±5%,Chip Resistor - Surface Mount,470,47.0,,
Uniroyal Elec,C25316,Chip Resistor - Surface Mount 4.7Ohms ±5% 1/8W 0805 RoHS,4.7,5,Resistor,,4.465,4.9350000000000005,0805,,,0805W8J047JT5E,,,Extended Part,Ω,4.7Ω (4R7) ±5%,Chip Resistor - Surface Mount,4R7,4.7,,
Uniroyal Elec,C25317,Chip Resistor - Surface Mount 510Ohms ±5% 1/8W 0805 RoHS,510,5,Resistor,,484.5,535.5,0805,,,0805W8J0511T5E,,,Extended Part,Ω,510Ω (511) ±5%,Chip Resistor - Surface Mount,511,510.0,,
Uniroyal Elec,C25318,Chip Resistor - Surface Mount 51Ohms ±5% 1/8W 0805 RoHS,51,5,Resistor,,48.449999999999996,53.550000000000004,0805,,,0805W8J0510T5E,,,Extended Part,Ω,51Ω (510) ±5%,Chip Resistor - Surface Mount,510,51.0,,
Uniroyal Elec,C25319,Chip Resistor - Surface Mount 560Ohms ±5% 1/8W 0805 RoHS,560,5,Resistor,,532.0,588.0,0805,,,0805W8J0561T5E,,,Extended Part,Ω,560Ω (561) ±5%,Chip Resistor - Surface Mount,561,560.0,,
Uniroyal Elec,C25320,Chip Resistor - Surface Mount 56Ohms ±5% 1/8W 0805 RoHS,56,5,Resistor,,53.199999999999996,58.800000000000004,0805,,,0805W8J0560T5E,,,Extended Part,Ω,56Ω (560) ±5%,Chip Resistor - Surface Mount,560,56.0,,
Uniroyal Elec,C25321,Chip Resistor - Surface Mount 5.6Ohms ±5% 1/8W 0805 RoHS,5.6,5,Resistor,,5.319999999999999,5.88,0805,,,0805W8J056JT5E,,,Extended Part,Ω,5.6Ω (5R6) ±5%,Chip Resistor - Surface Mount,5R6,5.6,,
Uniroyal Elec,C25322,Chip Resistor - Surface Mount 620Ohms ±5% 1/8W 0805 RoHS,620,5,Resistor,,589.0,651.0,0805,,,0805W8J0621T5E,,,Extended Part,Ω,620Ω (621) ±5%,Chip Resistor - Surface Mount,621,620.0,,
Uniroyal Elec,C25323,Chip Resistor - Surface Mount 62Ohms ±5% 1/8W 0805 RoHS,62,5,Resistor,,58.9,65.10000000000001,0805,,,0805W8J0620T5E,,,Extended Part,Ω,62Ω (620) ±5%,Chip Resistor - Surface Mount,620,62.0,,
Uniroyal Elec,C25398,Chip Resistor - Surface Mount 0Ohms ±5% 1/3W 1210 RoHS,0,5,Resistor,,0.0,0.0,1210,,,1210W3J0000T5E,,,Extended Part,Ω,0Ω (0R0) ±5%,Chip Resistor - Surface Mount,0R0,0.0,,
Uniroyal Elec,C25399,Chip Resistor - Surface Mount 100Ohms ±5% 1/3W 1210 RoHS,100,5,Resistor,,95.0,105.0,1210,,,1210W3J0101T5E,,,Extended Part,Ω,100Ω (101) ±5%,Chip Resistor - Surface Mount,101,100.0,,
Uniroyal Elec,C25400,Chip Resistor - Surface Mount 10Ohms ±5% 1/3W 1210 RoHS,10,5,Resistor,,9.5,10.5,1210,,,1210W3J0100T5E,,,Extended Part,Ω,10Ω (100) ±5%,Chip Resistor - Surface Mount,100,10.0,,
Uniroyal Elec,C25415,Chip Resistor - Surface Mount 22Ohms ±5% 1/3W 1210 RoHS,22,5,Resistor,,20.9,23.1,1210,,,1210W3J0220T5E,,,Extended Part,Ω,22Ω (220) ±5%,Chip Resistor - Surface Mount,220,22.0,,
Uniroyal Elec,C25416,Chip Resistor - Surface Mount 240Ohms ±5% 1/3W 1210 RoHS,240,5,Resistor,,228.0,252.0,1210,,,1210W3J0241T5E,,,Extended Part,Ω,240Ω (241) ±5%,Chip Resistor - Surface Mount,241,240.0,,
Uniroyal Elec,C25417,Chip Resistor - Surface Mount 24Ohms ±5% 1/3W 1210 RoHS,24,5,Resistor,,22.799999999999997,25.200000000000003,1210,,,1210W3J0240T5E,,,Extended Part,Ω,24Ω (240) ±5%,Chip Resistor - Surface Mount,240,24.0,,
Uniroyal Elec,C25418,Chip Resistor - Surface Mount 270Ohms ±5% 1/3W 1210 RoHS,270,5,Resistor,,256.5,283.5,1210,,,1210W3J0271T5E,,,Extended Part,Ω,270Ω (271) ±5%,Chip Resistor - Surface Mount,271,270.0,,
Uniroyal Elec,C25419,Chip Resistor - Surface Mount 2Ohms ±5% 1/3W 1210 RoHS,2,5,Resistor,,1.9,2.1,1210,,,1210W3J020JT5E,,,Extended Part,Ω,2Ω (2R0) ±5%,Chip Resistor - Surface Mount,2R0,2.0,,
Uniroyal Elec,C25420,Chip Resistor - Surface Mount 2.2Ohms ±5% 1/3W 1210 RoHS,2.2,5,Resistor,,2.09,2.3100000000000005,1210,,,1210W3J022JT5E,,,Extended Part,Ω,2.2Ω (2R2) ±5%,Chip Resistor - Surface Mount,2R2,2.2,,
Uniroyal Elec,C25421,Chip Resistor - Surface Mount 2.4Ohms ±5% 1/3W 1210 RoHS,2.4,5,Resistor,,2.28,2.52,1210,,,1210W3J024JT5E,,,Extended Part,Ω,2.4Ω (2R4) ±5%,Chip Resistor - Surface Mount,2R4,2.4,,
Uniroyal Elec,C25422,Chip Resistor - Surface Mount 300Ohms ±5% 1/3W 1210 RoHS,300,5,Resistor,,285.0,315.0,1210,,,1210W3J0301T5E,,,Extended Part,Ω,300Ω (301) ±5%,Chip Resistor - Surface Mount,301,300.0,,
Uniroyal Elec,C25423,Chip Resistor - Surface Mount 30Ohms ±5% 1/3W 1210 RoHS,30,5,Resistor,,28.5,31.5,1210,,,1210W3J0300T5E,,,Extended Part,Ω,30Ω (300) ±5%,Chip Resistor - Surface Mount,300,30.0,,
Uniroyal Elec,C25424,Chip Resistor - Surface Mount 330Ohms ±5% 1/3W 1210 RoHS,330,5,Resistor,,313.5,346.5,1210,,,1210W3J0331T5E,,,Extended Part,Ω,330Ω (331) ±5%,Chip Resistor - Surface Mount,331,330.0,,
Uniroyal Elec,C25425,Chip Resistor - Surface Mount 33Ohms ±5% 1/3W 1210 RoHS,33,5,Resistor,,31.349999999999998,34.65,1210,,,1210W3J0330T5E,,,Extended Part,Ω,33Ω (330) ±5%,Chip Resistor - Surface Mount,330,33.0,,
Uniroyal Elec,C25426,Chip Resistor - Surface Mount 360Ohms ±5% 1/3W 1210 RoHS,360,5,Resistor,,342.0,378.0,1210,,,1210W3J0361T5E,,,Extended Part,Ω,360Ω (361) ±5%,Chip Resistor - Surface Mount,361,360.0,,
Uniroyal Elec,C25441,Chip Resistor - Surface Mount 56Ohms ±5% 1/3W 1210 RoHS,56,5,Resistor,,53.199999999999996,58.800000000000004,1210,,,1210W3J0560T5E,,,Extended Part,Ω,56Ω (560) ±5%,Chip Resistor - Surface Mount,560,56.0,,
Uniroyal Elec,C25442,Chip Resistor - Surface Mount 5.1Ohms ±5% 1/3W 1210 RoHS,5.1,5,Resistor,,4.845,5.3549999999999995,1210,,,1210W3J051JT5E,,,Extended Part,Ω,5.1Ω (5R1) ±5%,Chip Resistor - Surface Mount,5R1,5.1,,
Uniroyal Elec,C25443,Chip Resistor - Surface Mount 5.6Ohms ±5% 1/3W 1210 RoHS,5.6,5,Resistor,,5.319999999999999,5.88,1210,,,1210W3J056JT5E,,,Extended Part,Ω,5.6Ω (5R6) ±5%,Chip Resistor - Surface Mount,5R6,5.6,,
Uniroyal Elec,C25444,Chip Resistor - Surface Mount 620Ohms ±5% 1/3W 1210 RoHS,620,5,Resistor,,589.0,651.0,1210,,,1210W3J0621T5E,,,Extended Part,Ω,620Ω (621) ±5%,Chip Resistor - Surface Mount,621,620.0,,
Uniroyal Elec,C25445,Chip Resistor - Surface Mount 62Ohms ±5% 1/3W 1210 RoHS,62,5,Resistor,,58.9,65.10000000000001,1210,,,1210W3J0620T5E,,,Extended Part,Ω,62Ω (620) ±5%,Chip Resistor - Surface Mount,620,62.0,,
Uniroyal Elec,C25446,Chip Resistor - Surface Mount 680Ohms ±5% 1/3W 1210 RoHS,680,5,Resistor,,646.0,714.0,1210,,,1210W3J0681T5E,,,Extended Part,Ω,680Ω (681) ±5%,Chip Resistor - Surface Mount,681,680.0,,
Uniroyal Elec,C25447,Chip Resistor - Surface Mount 68Ohms ±5% 1/3W 1210 RoHS,68,5,Resistor,,64.6,71.4,1210,,,1210W3J0680T5E,,,Extended Part,Ω,68Ω (680) ±5%,Chip Resistor - Surface Mount,680,68.0,,
Uniroyal Elec,C25448,Chip Resistor - Surface Mount 750Ohms ±5% 1/3W 1210 RoHS,750,5,Resistor,,712.5,787.5,1210,,,1210W3J0751T5E,,,Extended Part,Ω,750Ω (751) ±5%,Chip Resistor - Surface Mount,751,750.0,,
Uniroyal Elec,C25449,Chip Resistor - Surface Mount 75Ohms ±5% 1/3W 1210 RoHS,75,5,Resistor,,71.25,78.75,1210,,,1210W3J0750T5E,,,Extended Part,Ω,75Ω (750) ±5%,Chip Resistor - Surface Mount,750,75.0,,
Uniroyal Elec,C25450,Chip Resistor - Surface Mount 820Ohms ±5% 1/3W 1210 RoHS,820,5,Resistor,,779.0,861.0,1210,,,1210W3J0821T5E,,,Extended Part,Ω,820Ω (821) ±5%,Chip Resistor - Surface Mount,821,820.0,,
Uniroyal Elec,C25451,Chip Resistor - Surface Mount 82Ohms ±5% 1/3W 1210 RoHS,82,5,Resistor,,77.89999999999999,86.10000000000001,1210,,,1210W3J0820T5E,,,Extended Part,Ω,82Ω (820) ±5%,Chip Resistor - Surface Mount,820,82.0,,
Uniroyal Elec,C25452,Chip Resistor - Surface Mount 910Ohms ±5% 1/3W 1210 RoHS,910,5,Resistor,,864.5,955.5,1210,,,1210W3J0911T5E,,,Extended Part,Ω,910Ω (911) ±5%,Chip Resistor - Surface Mount,911,910.0,,
Uniroyal Elec,C25469,Chip Resistor - Surface Mount 0Ohms ±5% 1W 2512 RoHS,0,5,Resistor,,0.0,0.0,2512,,,25121WJ0000T4E,,,Extended Part,Ω,0Ω (0R0) ±5%,Chip Resistor - Surface Mount,0R0,0.0,,
Uniroyal Elec,C25470,Chip Resistor - Surface Mount 0.62Ohms ±5% 1W 2512 RoHS,0.62,5,Resistor,,0.589,0.651,2512,,,25121WJ062KT4E,,,Extended Part,Ω,0.62Ω (R62) ±5%,Chip Resistor - Surface Mount,R62,0.62,,
Uniroyal Elec,C25471,Chip Resistor - Surface Mount 150Ohms ±5% 1W 2512 RoHS,150,5,Resistor,,142.5,157.5,2512,,,25121WJ0151T4E,,,Extended Part,Ω,150Ω (151) ±5%,Chip Resistor - Surface Mount,151,150.0,,
Uniroyal Elec,C25472,Chip Resistor - Surface Mount 15Ohms ±5% 1W 2512 RoHS,15,5,Resistor,,14.25,15.75,2512,,,25121WJ0150T4E,,,Extended Part,Ω,15Ω (150) ±5%,Chip Resistor - Surface Mount,150,15.0,,
Uniroyal Elec,C25473,Chip Resistor - Surface Mount 1.8Ohms ±5% 1W 2512 RoHS,1.8,5,Resistor,,1.71,1.8900000000000001,2512,,,25121WJ018JT4E,,,Extended Part,Ω,1.8Ω (1R8) ±5%,Chip Resistor - Surface Mount,1R8,1.8,,
Uniroyal Elec,C25474,Chip Resistor - Surface Mount 200Ohms ±5% 1W 2512 RoHS,200,5,Resistor,,190.0,210.0,2512,,,25121WJ0201T4E,,,Extended Part,Ω,200Ω (201) ±5%,Chip Resistor - Surface Mount,201,200.0,,
Uniroyal Elec,C25476,Chip Resistor - Surface Mount 24Ohms ±5% 1W 2512 RoHS,24,5,Resistor,,22.799999999999997,25.200000000000003,2512,,,25121WJ0240T4E,,,Extended Part,Ω,24Ω (240) ±5%,Chip Resistor - Surface Mount,240,24.0,,
Uniroyal Elec,C25477,Chip Resistor - Surface Mount 270Ohms ±5% 1W 2512 RoHS,270,5,Resistor,,256.5,283.5,2512,,,25121WJ0271T4E,,,Extended Part,Ω,270Ω (271) ±5%,Chip Resistor - Surface Mount,271,270.0,,
Uniroyal Elec,C25478,Chip Resistor - Surface Mount 27Ohms ±5% 1W 2512 RoHS,27,5,Resistor,,25.65,28.35,2512,,,25121WJ0270T4E,,,Extended Part,Ω,27Ω (270) ±5%,Chip Resistor - Surface Mount,270,27.0,,
Uniroyal Elec,C25493,Chip Resistor - Surface Mount 75Ohms ±5% 1W 2512 RoHS,75,5,Resistor,,71.25,78.75,2512,,,25121WJ0750T4E,,,Extended Part,Ω,75Ω (750) ±5%,Chip Resistor - Surface Mount,750,75.0,,
Uniroyal Elec,C63603,Chip Resistor - Surface Mount 7.5Ohms ±5% 1/3W 1210 RoHS,7.5,5,Resistor,,7.125,7.875,1210,,,1210W3J075JT5E,,,Extended Part,Ω,7.5Ω (7R5) ±5%,Chip Resistor - Surface Mount,7R5,7.5,,
Uniroyal Elec,C65891,Chip Resistor - Surface Mount 0.25Ohms ±5% 1/10W 0603 RoHS,0.25,5,Resistor,,0.2375,0.2625,0603,,,0603WAJ025KT5E,,,Extended Part,Ω,0.25Ω (R25) ±5%,Chip Resistor - Surface Mount,R25,0.25,,
Uniroyal Elec,C66578,Chip Resistor - Surface Mount 1.6Ohms ±5% 1/3W 1210 RoHS,1.6,5,Resistor,,1.52,1.6800000000000002,1210,,,1210W3J016JT5E,,,Extended Part,Ω,1.6Ω (1R6) ±5%,Chip Resistor - Surface Mount,1R6,1.6,,
Uniroyal Elec,C66801,Chip Resistor - Surface Mount 3.9KOhms ±5% 1W 2512 RoHS,3.9,5,Resistor,,3705.0,4095.0,2512,,,25121WJ0392T4E,,,Extended Part,KΩ,3.9KΩ (392) ±5%,Chip Resistor - Surface Mount,392,3900.0,,
Uniroyal Elec,C72401,Chip Resistor - Surface Mount 91KOhms ±5% 1W 2512 RoHS,91,5,Resistor,,86450.0,95550.0,2512,,,25121WJ0913T4E,,,Extended Part,KΩ,91KΩ (913) ±5%,Chip Resistor - Surface Mount,913,91000.0,,
Uniroyal Elec,C73035,Chip Resistor - Surface Mount 430KOhms ±1% 1/4W 1206 RoHS,430,5,Resistor,,408500.0,451500.0,1206,,,1206W4J0434T5E,,,Extended Part,KΩ,430KΩ (434) ±5%,Chip Resistor - Surface Mount,434,430000.0,,
Uniroyal Elec,C73666,Chip Resistor - Surface Mount 2.7MOhms ±0.5% 3/4W 2010 RoHS,2.7,5,Resistor,,2565000.0,2835000.0,2010,,,201007J0275T4S,,,Extended Part,MΩ,2.7MΩ (275) ±5%,Chip Resistor - Surface Mount,275,2700000.0,,
Uniroyal Elec,C75135,Chip Resistor - Surface Mount 20MOhms ±5% 1/16W 0402 RoHS,20,5,Resistor,,19000000.0,21000000.0,0402,,,0402WGJ0206TCE,,,Extended Part,MΩ,20MΩ (206) ±5%,Chip Resistor - Surface Mount,206,20000000.0,,
Uniroyal Elec,C76486,Chip Resistor - Surface Mount 36KOhms ±5% 1/8W 0805 RoHS,36,5,Resistor,,34200.0,37800.0,0805,,,0805W8J0363T5E,,,Extended Part,KΩ,36KΩ (363) ±5%,Chip Resistor - Surface Mount,363,36000.0,,
Uniroyal Elec,C79480,Chip Resistor - Surface Mount 430KOhms ±5% 1/8W 0805 RoHS,430,5,Resistor,,408500.0,451500.0,0805,,,0805W8J0434T5E,,,Extended Part,KΩ,430KΩ (434) ±5%,Chip Resistor - Surface Mount,434,430000.0,,
Uniroyal Elec,C84287,Chip Resistor - Surface Mount 12KOhms ±5% 1/2W 1812 RoHS,12,5,Resistor,,11400.0,12600.0,1812,,,1812W2J0123T4E,,,Extended Part,KΩ,12KΩ (123) ±5%,Chip Resistor - Surface Mount,123,12000.0,,
Uniroyal Elec,C84437,Chip Resistor - Surface Mount 160KOhms ±5% 1/8W 0805 RoHS,160,5,Resistor,,152000.0,168000.0,0805,,,0805W8J0164T5E,,,Extended Part,KΩ,160KΩ (164) ±5%,Chip Resistor - Surface Mount,164,160000.0,,
Uniroyal Elec,C86324,Chip Resistor - Surface Mount 30MOhms ±5% 1/2W 2010 RoHS,30,5,Resistor,,28500000.0,31500000.0,2010,,,2010W2J0306T4E,,,Extended Part,MΩ,30MΩ (306) ±5%,Chip Resistor - Surface Mount,306,30000000.0,,
